R,F,M,C,L,prediction
56.0,10.0,6407.0,1.1094537,3349.0,1
78.0,5.0,6737.0,1.0544842,1630.0,4
476.0,3.0,4732.0,1.5,1952.0,3
674.0,4.0,7086.0,1.0,3096.0,0
19.0,3.0,6664.0,1.0627941,896.0,4
395.0,3.0,4714.0,1.5,1894.0,3
188.0,7.0,6974.0,1.0133783,2132.0,4
21.0,10.0,6900.0,1.023,1410.0,4
2.0,6.0,6815.0,1.0351915,739.0,4
347.0,3.0,6011.0,1.1727666,516.0,0
463.0,7.0,7039.0,1.0010797,710.0,0
112.0,3.0,5089.0,1.384044,2285.0,1
97.0,8.0,6385.0,1.1030008,2612.0,1
124.0,7.0,6650.0,1.058391,488.0,4
555.0,2.0,4692.0,1.5,831.0,3
3.0,4.0,5223.0,1.3465881,2160.0,1
74.0,2.0,4986.0,1.41,2031.0,3
699.0,3.0,5158.0,1.3598294,2254.0,0
94.0,11.0,6495.0,1.0768822,2409.0,1
559.0,3.0,6718.0,1.0410539,653.0,0
541.0,4.0,6990.0,1.0,604.0,0
127.0,7.0,5973.0,1.1678169,1012.0,4
7.0,9.0,6811.0,1.0232961,718.0,4
203.0,5.0,6606.0,1.0523251,1587.0,4
257.0,4.0,4668.0,1.4874872,1225.0,3
155.0,4.0,6381.0,1.0878437,1302.0,4
85.0,3.0,5087.0,1.3642776,1825.0,3
81.0,7.0,6240.0,1.1104616,1042.0,4
102.0,8.0,6726.0,1.0286664,1277.0,4
4.0,6.0,6876.0,1.0052705,2421.0,1
123.0,3.0,4694.0,1.4682872,689.0,3
557.0,5.0,5815.0,1.1851419,1692.0,0
361.0,7.0,5314.0,1.2959541,2130.0,3
126.0,3.0,5035.0,1.3662065,860.0,3
562.0,3.0,4583.0,1.5,999.0,3
701.0,3.0,4796.0,1.4329649,725.0,3
487.0,2.0,5286.0,1.3,2002.0,3
46.0,4.0,5140.0,1.3366537,2337.0,1
545.0,2.0,4570.0,1.5,1064.0,3
495.0,3.0,4777.0,1.4349802,1930.0,3
92.0,15.0,5076.0,1.3456265,2678.0,1
589.0,2.0,6824.0,1.0,594.0,0
210.0,7.0,6699.0,1.0183729,3285.0,1
340.0,5.0,4735.0,1.4397677,2270.0,3
103.0,5.0,5242.0,1.2978786,2084.0,1
427.0,2.0,6460.0,1.05,952.0,0
276.0,2.0,6460.0,1.05,2041.0,0
84.0,3.0,5340.0,1.27,479.0,4
328.0,2.0,5420.0,1.25,412.0,3
253.0,2.0,4801.0,1.41,1163.0,3
327.0,5.0,5050.0,1.34,2325.0,3
498.0,5.0,5492.0,1.2294246,2051.0,0
344.0,5.0,6752.0,1.0,1577.0,0
160.0,2.0,5025.0,1.341178,372.0,3
371.0,4.0,5740.0,1.1730313,770.0,0
4.0,4.0,4594.0,1.4635807,2505.0,1
343.0,3.0,4481.0,1.5,3070.0,1
2.0,9.0,6715.0,1.0008608,1910.0,4
37.0,5.0,5426.0,1.2366881,2523.0,1
4.0,21.0,5561.0,1.2066175,2678.0,1
566.0,4.0,4821.0,1.3915163,1959.0,3
649.0,6.0,6700.0,1.0,690.0,0
138.0,4.0,4879.0,1.3730457,573.0,3
393.0,3.0,6235.0,1.0721732,616.0,0
447.0,4.0,6683.0,1.0,1047.0,0
84.0,5.0,5642.0,1.181978,2177.0,1
131.0,4.0,5549.0,1.2012471,502.0,4
5.0,4.0,5664.0,1.1750636,2549.0,1
215.0,4.0,4901.0,1.3573638,1445.0,3
46.0,2.0,5873.0,1.1324961,665.0,4
65.0,3.0,4590.0,1.4485686,2047.0,3
157.0,2.0,5612.0,1.1832359,2910.0,1
168.0,3.0,6163.0,1.0763898,732.0,4
415.0,5.0,5211.0,1.2729802,547.0,3
178.0,4.0,4565.0,1.4525454,2808.0,1
19.0,7.0,4595.0,1.441926,719.0,3
188.0,5.0,4486.0,1.4737583,2292.0,3
222.0,5.0,6541.0,1.0089267,3051.0,1
343.0,6.0,4888.0,1.3499386,712.0,3
162.0,3.0,5462.0,1.2065763,529.0,4
190.0,4.0,6436.0,1.0236202,2032.0,4
114.0,4.0,6066.0,1.0848929,2688.0,1
2.0,3.0,4539.0,1.449002,2520.0,1
423.0,3.0,5123.0,1.279514,980.0,3
524.0,3.0,4368.0,1.5,1306.0,3
343.0,5.0,6089.0,1.0759567,811.0,0
90.0,3.0,4844.0,1.3515979,916.0,3
402.0,6.0,6346.0,1.031642,1102.0,0
136.0,3.0,4843.0,1.3515857,510.0,3
489.0,5.0,6540.0,1.0,1159.0,0
502.0,7.0,6507.0,1.0,958.0,0
97.0,5.0,4506.0,1.4439547,2191.0,3
30.0,2.0,5977.0,1.0868262,2406.0,1
571.0,2.0,6495.0,1.0,572.0,0
682.0,3.0,6487.0,1.0,710.0,0
384.0,3.0,4892.0,1.3227719,1284.0,3
484.0,3.0,4312.0,1.5,1287.0,3
308.0,4.0,6450.0,1.0,973.0,0
187.0,4.0,6070.0,1.0621977,1711.0,4
438.0,4.0,6447.0,1.0,966.0,0
83.0,3.0,6273.0,1.0266666,1049.0,4
52.0,2.0,4564.0,1.41,2698.0,1
32.0,3.0,5901.0,1.09,3418.0,1
652.0,4.0,6430.0,1.0,2877.0,0
446.0,4.0,4278.0,1.5,1663.0,3
200.0,5.0,6079.0,1.0554318,513.0,4
138.0,3.0,6215.0,1.0308061,589.0,4
551.0,3.0,6402.0,1.0,1355.0,0
125.0,5.0,5259.0,1.2172467,1844.0,1
365.0,3.0,5220.0,1.226092,2174.0,1
18.0,2.0,5045.0,1.2684975,893.0,4
349.0,2.0,4258.0,1.5,515.0,3
241.0,3.0,5754.0,1.1095586,2772.0,1
590.0,2.0,5531.0,1.1532272,1607.0,0
236.0,3.0,4797.0,1.326106,2297.0,1
99.0,4.0,4444.0,1.4312849,2282.0,3
216.0,7.0,6330.0,1.0046983,1007.0,4
81.0,6.0,6120.0,1.0387893,1969.0,4
100.0,5.0,5998.0,1.0582328,1158.0,4
26.0,4.0,5500.0,1.1525,601.0,4
517.0,3.0,4217.0,1.5,3400.0,1
585.0,2.0,4196.0,1.5,584.0,3
681.0,3.0,5999.0,1.0482581,872.0,0
592.0,4.0,6278.0,1.0,595.0,0
191.0,6.0,5589.0,1.1232421,1312.0,4
532.0,3.0,4176.0,1.5,708.0,3
52.0,2.0,5420.0,1.155,1278.0,4
542.0,2.0,4161.0,1.5,569.0,3
426.0,2.0,4161.0,1.5,426.0,3
156.0,6.0,6143.0,1.0159694,729.0,4
4.0,3.0,4944.0,1.262049,2454.0,1
1.0,3.0,5122.0,1.2174892,510.0,4
391.0,2.0,4154.0,1.5,442.0,3
377.0,2.0,4154.0,1.5,974.0,3
664.0,2.0,4153.0,1.5,662.0,3
95.0,4.0,4314.0,1.4433796,2166.0,3
610.0,3.0,5242.0,1.1877146,1214.0,0
160.0,3.0,4277.0,1.4513912,1444.0,3
177.0,4.0,6192.0,1.0014341,820.0,4
225.0,3.0,6096.0,1.0166994,1736.0,4
69.0,2.0,4387.0,1.41,1117.0,3
36.0,5.0,5887.0,1.0496501,1521.0,4
569.0,5.0,6166.0,1.0,688.0,0
550.0,4.0,5507.0,1.1191665,835.0,0
598.0,5.0,6036.0,1.0179754,2251.0,0
338.0,5.0,5722.0,1.0703425,817.0,0
35.0,4.0,5072.0,1.2043198,1581.0,4
202.0,3.0,4329.0,1.41,895.0,3
52.0,4.0,5784.0,1.055,2843.0,1
643.0,3.0,4759.0,1.2817819,669.0,0
164.0,3.0,5978.0,1.0198729,2577.0,1
190.0,4.0,5400.0,1.1286685,1663.0,4
41.0,4.0,4247.0,1.4322722,2610.0,1
397.0,2.0,4573.0,1.3296633,875.0,3
573.0,2.0,4216.0,1.4414136,571.0,3
573.0,2.0,4216.0,1.4414136,571.0,3
376.0,2.0,5786.0,1.05,382.0,0
352.0,4.0,5988.0,1.0125,675.0,0
127.0,3.0,4124.0,1.469971,2393.0,3
11.0,3.0,4825.0,1.256226,2376.0,1
554.0,4.0,4040.0,1.5,795.0,3
194.0,2.0,4828.0,1.2547432,827.0,3
127.0,5.0,5307.0,1.1402978,758.0,4
592.0,4.0,6051.0,1.0,2278.0,0
206.0,3.0,4058.0,1.4900197,2996.0,1
39.0,5.0,4938.0,1.2237667,2654.0,1
632.0,4.0,5843.0,1.0335872,2332.0,0
217.0,3.0,5818.0,1.0379941,424.0,4
1.0,3.0,4267.0,1.41,1058.0,3
13.0,6.0,5925.0,1.0122025,2497.0,1
284.0,4.0,5500.0,1.0899564,2198.0,0
347.0,4.0,5988.0,1.0,496.0,0
14.0,4.0,4447.0,1.3462019,2719.0,1
1.0,4.0,4616.0,1.2958926,3055.0,1
457.0,6.0,5978.0,1.0,904.0,0
164.0,5.0,4877.0,1.2240906,1901.0,1
401.0,2.0,5966.0,1.0,408.0,0
403.0,2.0,4919.0,1.2111201,598.0,0
5.0,3.0,5737.0,1.0371937,719.0,4
421.0,10.0,5950.0,1.0,2465.0,0
49.0,5.0,5046.0,1.1756897,2223.0,1
289.0,4.0,5145.0,1.151001,551.0,4
384.0,3.0,4513.0,1.3119876,844.0,3
467.0,3.0,5901.0,1.0,2285.0,0
649.0,2.0,3934.0,1.5,700.0,3
642.0,3.0,5901.0,1.0,710.0,0
683.0,2.0,4881.0,1.2075804,689.0,0
356.0,2.0,5608.0,1.05,1329.0,0
695.0,3.0,3924.0,1.5,3135.0,3
343.0,3.0,3924.0,1.5,690.0,3
522.0,4.0,4670.0,1.2600642,805.0,0
469.0,4.0,5600.0,1.05,3142.0,0
166.0,3.0,4165.0,1.41,1919.0,3
312.0,6.0,5858.0,1.0,633.0,0
78.0,2.0,4154.0,1.41,2059.0,3
137.0,2.0,4154.0,1.41,1445.0,3
209.0,4.0,4930.0,1.1866856,589.0,4
381.0,4.0,4367.0,1.3348523,2524.0,1
704.0,4.0,5827.0,1.0,804.0,0
101.0,4.0,5655.0,1.029443,1370.0,4
612.0,2.0,4669.0,1.2454273,2925.0,0
155.0,5.0,5236.0,1.1099657,507.0,4
58.0,2.0,4966.0,1.168246,2471.0,1
478.0,2.0,3867.0,1.5,1326.0,3
671.0,2.0,5516.0,1.05,672.0,0
67.0,3.0,5720.0,1.0124896,1908.0,4
236.0,4.0,4518.0,1.2787782,726.0,3
529.0,5.0,5139.0,1.122553,759.0,0
77.0,3.0,3924.0,1.47,2252.0,3
346.0,2.0,5215.0,1.1038351,2514.0,0
15.0,4.0,4182.0,1.3764706,965.0,3
542.0,4.0,5756.0,1.0,768.0,0
602.0,4.0,5756.0,1.0,1186.0,0
66.0,4.0,4437.0,1.2962745,525.0,3
318.0,3.0,5749.0,1.0,690.0,0
462.0,5.0,5362.0,1.0681182,2834.0,0
17.0,2.0,3934.0,1.455,3252.0,1
72.0,2.0,3934.0,1.455,2384.0,3
367.0,2.0,5178.0,1.105253,373.0,0
264.0,5.0,5006.0,1.1426648,2723.0,1
201.0,2.0,4801.0,1.1905665,2492.0,1
413.0,5.0,5715.0,1.0,502.0,0
193.0,5.0,4439.0,1.2872359,692.0,3
625.0,2.0,4570.0,1.25,626.0,0
102.0,5.0,4636.0,1.231566,1467.0,4
347.0,4.0,5606.0,1.0179807,1257.0,0
383.0,3.0,5364.0,1.0581656,619.0,0
414.0,4.0,3779.0,1.5,466.0,3
135.0,5.0,5000.0,1.132996,2658.0,1
402.0,2.0,4677.0,1.2102844,466.0,0
617.0,4.0,5621.0,1.0,2111.0,0
448.0,4.0,5028.0,1.116607,921.0,0
274.0,2.0,4020.0,1.3912338,396.0,3
125.0,2.0,4743.0,1.1775522,2701.0,1
104.0,2.0,4960.0,1.1258872,2833.0,1
480.0,6.0,5582.0,1.0,592.0,0
28.0,3.0,5512.0,1.0126325,875.0,4
231.0,5.0,5385.0,1.0356824,1100.0,4
106.0,4.0,4272.0,1.3045646,2264.0,1
113.0,5.0,5349.0,1.040529,1696.0,4
439.0,5.0,5559.0,1.0,2306.0,0
536.0,4.0,5556.0,1.0,589.0,0
76.0,4.0,3734.0,1.4872015,1846.0,3
704.0,2.0,5286.0,1.05,714.0,0
499.0,2.0,5286.0,1.05,500.0,0
144.0,6.0,5297.0,1.0471965,670.0,4
13.0,2.0,3934.0,1.41,3194.0,1
198.0,2.0,3934.0,1.41,2104.0,3
186.0,6.0,4401.0,1.2600205,504.0,4
371.0,3.0,5530.0,1.0,1013.0,0
16.0,3.0,4829.0,1.145001,1228.0,4
6.0,3.0,4945.0,1.1172801,1058.0,4
159.0,4.0,4447.0,1.2394378,2663.0,1
10.0,3.0,4656.0,1.1828973,1231.0,4
185.0,3.0,3935.0,1.3994409,437.0,3
225.0,4.0,4288.0,1.2833443,1222.0,3
401.0,2.0,5502.0,1.0,2240.0,0
235.0,3.0,3865.0,1.4232031,512.0,3
595.0,3.0,4033.0,1.3611455,1021.0,3
565.0,4.0,5399.0,1.0162901,1294.0,0
606.0,2.0,4986.0,1.1,1942.0,0
512.0,2.0,5197.0,1.0539831,2172.0,0
75.0,3.0,4811.0,1.138306,1167.0,4
36.0,2.0,3883.0,1.41,2220.0,1
435.0,2.0,3648.0,1.5,638.0,3
590.0,3.0,5348.0,1.0230927,2240.0,0
26.0,3.0,4140.0,1.316587,2687.0,1
593.0,3.0,5445.0,1.0,601.0,0
227.0,4.0,3740.0,1.455,371.0,3
380.0,3.0,3627.0,1.5,407.0,3
11.0,4.0,4768.0,1.1401762,2894.0,1
76.0,3.0,3727.0,1.4574994,1088.0,3
189.0,3.0,5087.0,1.0669864,1226.0,4
676.0,5.0,5422.0,1.0,1698.0,0
433.0,2.0,5420.0,1.0,438.0,0
431.0,2.0,5420.0,1.0,3303.0,0
404.0,2.0,5420.0,1.0,408.0,0
434.0,2.0,5420.0,1.0,3236.0,0
425.0,2.0,5420.0,1.0,426.0,0
501.0,2.0,5420.0,1.0,982.0,0
416.0,2.0,5420.0,1.0,2707.0,0
428.0,2.0,5420.0,1.0,429.0,0
421.0,2.0,5420.0,1.0,424.0,0
337.0,5.0,5024.0,1.0735072,529.0,0
625.0,3.0,5385.0,1.0,676.0,0
137.0,3.0,4727.0,1.1375841,374.0,4
619.0,3.0,4295.0,1.2468917,2122.0,0
554.0,3.0,5341.0,1.0,2988.0,0
607.0,2.0,3560.0,1.5,606.0,3
371.0,2.0,5335.0,1.0,570.0,0
574.0,3.0,4073.0,1.3093543,804.0,0
318.0,4.0,4953.0,1.0764183,2299.0,0
680.0,3.0,3553.0,1.5,2626.0,3
526.0,4.0,3548.0,1.5,545.0,3
319.0,5.0,5031.0,1.0575433,807.0,0
548.0,2.0,3831.0,1.3885931,1277.0,3
380.0,3.0,4641.0,1.1427279,2930.0,1
595.0,5.0,5007.0,1.0591571,1123.0,0
579.0,2.0,5302.0,1.0,593.0,0
624.0,2.0,5302.0,1.0,1018.0,0
424.0,3.0,5298.0,1.0,1035.0,0
261.0,2.0,3638.0,1.455,613.0,3
431.0,3.0,4164.0,1.270413,977.0,3
432.0,5.0,5282.0,1.0,579.0,0
79.0,3.0,5220.0,1.0100441,2923.0,1
232.0,3.0,3812.0,1.3825237,1481.0,3
39.0,4.0,3721.0,1.41,3103.0,1
55.0,3.0,5106.0,1.0266666,823.0,4
431.0,3.0,3993.0,1.312547,955.0,3
522.0,4.0,5232.0,1.0,530.0,0
354.0,7.0,5230.0,1.0,1355.0,0
570.0,3.0,4533.0,1.1531657,2744.0,0
76.0,2.0,4821.0,1.0840282,2615.0,1
58.0,4.0,4935.0,1.056999,1703.0,4
425.0,4.0,5208.0,1.0,513.0,0
654.0,6.0,5202.0,1.0,1605.0,0
106.0,3.0,4969.0,1.0462447,658.0,4
9.0,3.0,4768.0,1.0881628,531.0,4
488.0,4.0,5180.0,1.0,737.0,0
206.0,3.0,3871.0,1.3374374,1171.0,3
390.0,2.0,3451.0,1.5,3401.0,1
2.0,6.0,4871.0,1.0621454,2037.0,4
10.0,8.0,4093.0,1.2634938,458.0,4
299.0,2.0,3824.0,1.3310356,3152.0,1
247.0,2.0,4196.0,1.21,2735.0,1
309.0,3.0,5072.0,1.0,2755.0,0
339.0,3.0,3379.0,1.5,2537.0,3
305.0,3.0,3427.0,1.4787015,1965.0,3
147.0,3.0,4571.0,1.1075388,1269.0,4
634.0,2.0,5042.0,1.0,1970.0,0
520.0,4.0,5041.0,1.0,1665.0,0
520.0,2.0,3358.0,1.5,3176.0,3
587.0,3.0,5036.0,1.0,2104.0,0
81.0,5.0,4724.0,1.0657684,2440.0,1
23.0,4.0,4372.0,1.1509767,408.0,4
96.0,4.0,4493.0,1.1162075,2358.0,1
9.0,4.0,3549.0,1.41,577.0,3
208.0,3.0,3881.0,1.2865679,2312.0,1
196.0,2.0,3451.0,1.4458331,677.0,3
346.0,4.0,4989.0,1.0,1367.0,0
502.0,2.0,4986.0,1.0,501.0,0
709.0,2.0,4986.0,1.0,2126.0,0
501.0,2.0,4154.0,1.2,515.0,0
592.0,6.0,4742.0,1.0504639,657.0,0
287.0,4.0,4779.0,1.0386817,1114.0,0
612.0,2.0,3308.0,1.5,617.0,3
124.0,3.0,4802.0,1.0331486,378.0,4
434.0,2.0,4960.0,1.0,438.0,0
497.0,5.0,4636.0,1.06978,3186.0,0
368.0,4.0,4957.0,1.0,1113.0,0
471.0,4.0,4827.0,1.0255853,1172.0,0
614.0,2.0,4940.0,1.0,2200.0,0
42.0,2.0,3500.0,1.41,1402.0,3
241.0,4.0,4050.0,1.2179407,1122.0,4
148.0,3.0,4247.0,1.1576525,2768.0,1
517.0,4.0,4574.0,1.0747377,999.0,0
336.0,2.0,3275.0,1.5,2596.0,3
433.0,2.0,3275.0,1.5,2124.0,3
593.0,3.0,4903.0,1.0,932.0,0
126.0,3.0,4843.0,1.0094817,631.0,4
626.0,2.0,3563.0,1.369071,2377.0,3
578.0,2.0,3563.0,1.369071,2340.0,3
340.0,2.0,3248.0,1.5,2572.0,3
146.0,2.0,3453.0,1.41,1711.0,3
590.0,3.0,4772.0,1.0194887,961.0,0
152.0,3.0,4632.0,1.0497841,2212.0,1
498.0,3.0,4859.0,1.0,558.0,0
188.0,3.0,3359.0,1.4463054,371.0,3
683.0,3.0,4155.0,1.1672684,769.0,0
697.0,2.0,3878.0,1.25,1295.0,0
33.0,3.0,3260.0,1.4830675,2662.0,1
446.0,2.0,3220.0,1.5,1295.0,3
152.0,2.0,4639.0,1.0407157,951.0,4
688.0,2.0,4818.0,1.0,2262.0,0
499.0,2.0,4818.0,1.0,499.0,0
630.0,2.0,4818.0,1.0,1634.0,0
169.0,4.0,3337.0,1.4419868,782.0,3
138.0,4.0,3788.0,1.2687751,2786.0,1
126.0,3.0,4128.0,1.1633333,1535.0,4
88.0,2.0,4154.0,1.155,2438.0,1
432.0,7.0,4797.0,1.0,1560.0,0
44.0,2.0,3402.0,1.41,2097.0,3
289.0,2.0,3275.0,1.464055,2967.0,1
300.0,4.0,4210.0,1.1377554,578.0,4
307.0,2.0,4095.0,1.1691086,1589.0,0
369.0,2.0,4787.0,1.0,2798.0,0
241.0,2.0,3988.0,1.2,610.0,4
263.0,3.0,4400.0,1.0872613,1238.0,4
460.0,3.0,3406.0,1.4034644,2586.0,3
52.0,2.0,3390.0,1.41,406.0,3
230.0,2.0,4017.0,1.1895694,2025.0,1
553.0,2.0,4154.0,1.15,1041.0,0
364.0,3.0,4750.0,1.0,939.0,0
14.0,2.0,3723.0,1.2753452,1680.0,3
350.0,4.0,3952.0,1.2,1985.0,0
48.0,5.0,4592.0,1.0321081,826.0,4
529.0,5.0,4738.0,1.0,804.0,0
17.0,4.0,3805.0,1.2449961,1915.0,1
4.0,2.0,3275.0,1.445945,640.0,3
34.0,4.0,3224.0,1.4683716,669.0,3
167.0,2.0,4175.0,1.1285917,1856.0,4
637.0,3.0,4711.0,1.0,857.0,0
321.0,3.0,3136.0,1.5,969.0,3
332.0,6.0,4215.0,1.1144959,1301.0,0
625.0,3.0,4693.0,1.0,1737.0,0
225.0,3.0,4027.0,1.1649789,1210.0,4
355.0,5.0,4690.0,1.0,1120.0,0
14.0,2.0,3289.0,1.4258437,2215.0,3
672.0,2.0,4570.0,1.025,2707.0,0
168.0,3.0,3504.0,1.3360245,521.0,3
12.0,3.0,3706.0,1.2628089,1850.0,1
151.0,4.0,3553.0,1.3171686,1518.0,3
149.0,3.0,3670.0,1.2737166,1438.0,3
559.0,3.0,4672.0,1.0,751.0,0
5.0,3.0,3905.0,1.194968,1653.0,4
434.0,3.0,4664.0,1.0,3052.0,0
533.0,2.0,4103.0,1.1364855,547.0,0
472.0,4.0,4065.0,1.1466666,817.0,0
477.0,3.0,4656.0,1.0,1943.0,0
362.0,3.0,3158.0,1.4712477,1211.0,3
493.0,3.0,4635.0,1.0,1020.0,0
14.0,5.0,3217.0,1.4400467,1840.0,3
513.0,2.0,4628.0,1.0,514.0,0
392.0,3.0,3424.0,1.3512704,682.0,3
15.0,6.0,4140.0,1.1116667,397.0,4
202.0,6.0,4554.0,1.0083333,1045.0,4
448.0,3.0,3935.0,1.1662008,2255.0,0
206.0,4.0,4120.0,1.1137378,2988.0,1
705.0,3.0,4583.0,1.0,824.0,0
384.0,5.0,4322.0,1.0596251,2586.0,0
423.0,2.0,4354.0,1.05,755.0,0
90.0,5.0,4194.0,1.0887887,1862.0,4
39.0,2.0,3491.0,1.3058923,677.0,3
541.0,2.0,3791.0,1.202295,545.0,0
399.0,3.0,4540.0,1.0,538.0,0
17.0,2.0,4154.0,1.09,648.0,4
259.0,3.0,3860.0,1.1710751,960.0,4
706.0,2.0,4516.0,1.0,820.0,0
166.0,3.0,3759.0,1.200266,1779.0,4
597.0,3.0,3191.0,1.4138201,2042.0,3
561.0,2.0,4196.0,1.075,661.0,0
73.0,4.0,4487.0,1.0048162,1263.0,4
5.0,3.0,4126.0,1.0903102,2213.0,1
494.0,3.0,3170.0,1.4174763,1959.0,3
230.0,3.0,3794.0,1.1826779,3071.0,1
511.0,8.0,4481.0,1.0,1960.0,0
484.0,2.0,4476.0,1.0,1976.0,0
77.0,2.0,3167.0,1.41,2548.0,1
357.0,2.0,3741.0,1.1917669,2491.0,1
494.0,4.0,4192.0,1.0614742,549.0,0
158.0,6.0,3997.0,1.1127045,2447.0,1
100.0,2.0,4044.0,1.0987042,3371.0,1
79.0,4.0,4130.0,1.0720242,1093.0,4
158.0,2.0,4027.0,1.0990564,471.0,4
492.0,2.0,3385.0,1.3067946,836.0,3
35.0,2.0,4183.0,1.0567033,694.0,4
438.0,3.0,4416.0,1.0,1019.0,0
315.0,3.0,4220.0,1.0458767,2927.0,1
429.0,2.0,4196.0,1.05,2134.0,0
368.0,3.0,3633.0,1.2120149,389.0,0
21.0,3.0,3802.0,1.1577538,2591.0,1
579.0,2.0,3131.0,1.4030821,1977.0,3
260.0,3.0,4212.0,1.042925,421.0,4
280.0,5.0,4289.0,1.023024,2641.0,1
197.0,4.0,3980.0,1.1010051,945.0,4
635.0,3.0,3551.0,1.2339482,862.0,0
175.0,3.0,4012.0,1.0910219,918.0,4
546.0,2.0,4268.0,1.025,551.0,0
496.0,2.0,4268.0,1.025,591.0,0
405.0,2.0,2915.0,1.5,1079.0,3
160.0,3.0,3406.0,1.283118,2023.0,1
72.0,3.0,3724.0,1.1706793,1611.0,4
566.0,4.0,4358.0,1.0,1240.0,0
240.0,4.0,4110.0,1.0599781,1683.0,4
158.0,2.0,3289.0,1.3237398,2105.0,1
23.0,2.0,3235.0,1.3434621,2435.0,1
207.0,4.0,3658.0,1.1878376,473.0,4
79.0,3.0,4134.0,1.0509772,3308.0,1
23.0,2.0,4154.0,1.045,1413.0,4
716.0,3.0,4338.0,1.0,1243.0,0
393.0,3.0,4338.0,1.0,855.0,0
382.0,5.0,3951.0,1.0975575,1065.0,0
192.0,2.0,4006.0,1.0811932,843.0,4
419.0,5.0,4328.0,1.0,584.0,0
105.0,4.0,4064.0,1.0625985,2048.0,4
566.0,3.0,4318.0,1.0,1114.0,0
66.0,5.0,4012.0,1.0758649,3413.0,1
551.0,4.0,4307.0,1.0,1124.0,0
88.0,3.0,3988.0,1.079669,2017.0,4
46.0,3.0,4008.0,1.074027,1740.0,4
79.0,4.0,3349.0,1.2850164,675.0,4
504.0,4.0,4297.0,1.0,3297.0,0
560.0,2.0,3520.0,1.2205966,1003.0,0
311.0,3.0,4295.0,1.0,622.0,0
359.0,3.0,2863.0,1.5,2181.0,3
625.0,2.0,4292.0,1.0,624.0,0
344.0,2.0,4288.0,1.0,2311.0,0
481.0,4.0,4280.0,1.0,674.0,0
599.0,3.0,3901.0,1.0962446,3199.0,0
569.0,4.0,4272.0,1.0,715.0,0
257.0,2.0,2971.0,1.4364456,558.0,3
27.0,3.0,4139.0,1.030604,3086.0,1
285.0,3.0,2947.0,1.4459755,2389.0,3
662.0,2.0,3276.0,1.3,3102.0,0
413.0,2.0,4256.0,1.0,413.0,0
382.0,4.0,3461.0,1.2253106,1351.0,0
224.0,2.0,2897.0,1.46272,3403.0,1
619.0,2.0,3516.0,1.204636,1435.0,0
515.0,5.0,4229.0,1.0,746.0,0
120.0,2.0,2911.0,1.4524802,985.0,3
241.0,3.0,3867.0,1.0925058,1549.0,4
466.0,4.0,4223.0,1.0,1165.0,0
4.0,2.0,2994.0,1.41,1927.0,3
426.0,2.0,4217.0,1.0,2055.0,0
21.0,2.0,2892.0,1.455,489.0,3
399.0,5.0,4206.0,1.0,660.0,0
130.0,2.0,2851.0,1.4729463,2097.0,3
715.0,2.0,4196.0,1.0,2301.0,0
516.0,2.0,4196.0,1.0,1313.0,0
507.0,2.0,4196.0,1.0,1244.0,0
540.0,2.0,4196.0,1.0,2512.0,0
656.0,2.0,4196.0,1.0,707.0,0
588.0,2.0,4196.0,1.0,2251.0,0
515.0,2.0,4196.0,1.0,1566.0,0
267.0,4.0,3565.0,1.1761403,823.0,4
369.0,4.0,4008.0,1.044748,1384.0,0
35.0,3.0,3386.0,1.2360011,2135.0,1
61.0,3.0,4089.0,1.0233333,704.0,4
66.0,2.0,3321.0,1.2586269,622.0,4
512.0,3.0,3639.0,1.1484199,809.0,0
536.0,4.0,3589.0,1.163639,1850.0,0
559.0,3.0,3515.0,1.1876245,560.0,0
601.0,2.0,3153.0,1.3238186,629.0,0
130.0,4.0,4008.0,1.0412799,576.0,4
653.0,2.0,4161.0,1.0,1522.0,0
200.0,3.0,3920.0,1.0605587,1611.0,4
432.0,2.0,4154.0,1.0,2641.0,0
562.0,2.0,4154.0,1.0,2691.0,0
676.0,2.0,4154.0,1.0,3259.0,0
643.0,2.0,4154.0,1.0,2170.0,0
209.0,4.0,3879.0,1.0707734,1893.0,4
573.0,3.0,3704.0,1.1200081,2615.0,0
145.0,3.0,4041.0,1.0231626,3238.0,1
161.0,6.0,4001.0,1.0333667,2079.0,4
354.0,2.0,2752.0,1.5,889.0,3
90.0,2.0,3158.0,1.304164,2269.0,1
558.0,2.0,3378.0,1.2171403,1636.0,0
690.0,2.0,3621.0,1.1345761,1985.0,0
258.0,2.0,2822.0,1.4538838,2452.0,3
548.0,2.0,3519.0,1.1635407,1382.0,0
663.0,2.0,2729.0,1.5,1217.0,3
646.0,4.0,3382.0,1.209935,650.0,0
43.0,2.0,3934.0,1.04,2389.0,1
165.0,3.0,3217.0,1.266562,483.0,4
450.0,2.0,3966.0,1.025,1358.0,0
677.0,7.0,4060.0,1.0,1262.0,0
483.0,3.0,4056.0,1.0,512.0,0
511.0,3.0,3353.0,1.209663,2057.0,0
33.0,6.0,2887.0,1.404399,564.0,3
51.0,4.0,3577.0,1.1305871,395.0,4
346.0,3.0,3777.0,1.0704527,1204.0,0
713.0,2.0,2695.0,1.5,1337.0,3
571.0,4.0,4036.0,1.0,778.0,0
250.0,4.0,2768.0,1.4573411,452.0,3
236.0,2.0,2726.0,1.478573,434.0,3
173.0,3.0,2799.0,1.44,1573.0,3
